key,source,target,Translation Notes,Outstanding issues
ST_Commu_MD/Title_idolchr_0106_A_03_00,お姫様になりたい！,I want to be a princess!,,
ST_Commu_MD/Title_idolchr_0106_A_04_00,お似合いの衣装は？,What's your favorite outfit?,,
ST_Commu_MD/Title_idolchr_0106_A_05_00,あれ、見てください！,"Oh, look at that!",,
ST_Commu_MD/Title_idolchr_0106_A_06_00,これが女子会だ！,It's a girls' night out!,,
ST_Commu_MD/Title_idolchr_0106_A_07_00,『女の子』っぽくなりたいんです！,I want to look like a girl!,,
ST_Commu_MD/Title_idolchr_0106_A_08_00,お姫様への一歩,One step closer to becoming a princess!,,
ST_Commu_MD/Title_idolchr_0106_A_09_00,選ばれたのは……,The chosen one is ......,,
ST_Commu_MD/Title_idolchr_0106_A_10_00,やっぱり王子様,I knew it was a prince.,,
ST_Commu_MD/Title_idolchr_0106_A_11_00,ヒロインは、誰？,Who is the heroine?,,
ST_Commu_MD/Title_idolchr_0106_A_11_01,プリンセス,A princess.,,
ST_Commu_MD/Title_idolchr_0106_A_12_00,エスコートは貴方に,Escort is for you!,,
ST_Commu_MD/Title_idolchr_0106_B_20_01,ふれあい　苦手な『アレ』,Fureai: What's your weakness?,,
ST_Commu_MD/Title_idolchr_0106_B_20_02,ふれあい　どんな洋服を着よう？,Affection What kind of clothes should I wear?,,
ST_Commu_MD/Title_idolchr_0106_B_20_03,ふれあい　見習いたいあの子,Love The girl you want to learn from,,
ST_Commu_MD/Title_idolchr_0106_B_20_04,ふれあい　一緒にトレーニング！,Love Training with you!,,
ST_Commu_MD/Title_idolchr_0106_B_20_05,ふれあい　ライブで大事なこと,Fuzzy What's important at a live concert?,,
ST_Commu_MD/Title_idolchr_0106_B_20_06,ふれあい　お好みの飲み物は？,Fuzzy What's your favorite drink?,,
ST_Commu_MD/Title_idolchr_0106_B_20_07,ふれあい　コンビニでお買い物,Furiage Shopping at a convenience store,,
ST_Commu_MD/Title_idolchr_0106_B_20_08,ふれあい　じゃんけんで勝負,Fuzzy Connections: Rock-paper-scissors Match,,
ST_Commu_MD/Title_idolchr_0106_C_30_01,ふれあい　出かけるなら？,Matching What do you like to drink?,,
ST_Commu_MD/Title_idolchr_0107_A_01_00,シシュンキの女の子,Pre-teen Girl,"Shishunki means puberty, but that gives off creepy vibes when used improperly",
ST_Commu_MD/Title_idolchr_0107_A_02_00,あま～いアイスをご所望,I Want Swe~eet Ice Cream.,rewording this to match Ami's personality,
ST_Commu_MD/Title_idolchr_0107_A_03_00,シシュンキの悩み,Troubles with Puberty,may need to change this to sound less creepy based on the actual conversation,
ST_Commu_MD/Title_idolchr_0107_A_04_00,ハンコーキ真っ只中？,In the midst of hankooking?,,
ST_Commu_MD/Title_idolchr_0107_A_05_00,フリマと怪しい人形,A flea market and a mysterious doll,,
ST_Commu_MD/Title_idolchr_0107_A_06_00,ふたりの考えた『愛』,Their idea of love,,
ST_Commu_MD/Title_idolchr_0107_A_07_00,恋ってなんなのさー！,What's love all about?,,
ST_Commu_MD/Title_idolchr_0107_A_08_00,盆栽と恋について,On Bonsai and Love,,
ST_Commu_MD/Title_idolchr_0107_A_09_00,元気が一番！！,I'm the Most Energetic!,,
ST_Commu_MD/Title_idolchr_0107_A_10_00,シシュンキを見守って,Watching over Puberty,,
ST_Commu_MD/Title_idolchr_0107_A_11_00,大人になったゴホービ,An Adult Reward,,
ST_Commu_MD/Title_idolchr_0107_A_12_00,これからの日々,The days to come,,
ST_Commu_MD/Title_idolchr_0107_B_20_01,ふれあい　ＭＣタイム！,Fureai MC time!,,
ST_Commu_MD/Title_idolchr_0107_B_20_02,ふれあい　図書館でお手伝い,Fureai Helping out at the library,,
ST_Commu_MD/Title_idolchr_0107_B_20_03,ふれあい　気になるあの子！,Fondness The girl I'm interested in!,,
ST_Commu_MD/Title_idolchr_0107_B_20_04,ふれあい　どんな服が似合う？,Foreplay What kind of clothes do you look good in?,,
ST_Commu_MD/Title_idolchr_0107_B_20_05,ふれあい　ゲームで勝つには,Love How to win a game,,
ST_Commu_MD/Title_idolchr_0107_B_20_06,ふれあい　クレーンでゲット,Fuzzy Get a crane!,,
ST_Commu_MD/Title_idolchr_0107_B_20_07,ふれあい　誰のポーズ？,Fureai Whose pose?,,
ST_Commu_MD/Title_idolchr_0107_B_20_08,ふれあい　誰のモノマネ？,Fureai Who are you imitating?,,
ST_Commu_MD/Title_idolchr_0107_C_30_01,ふれあい　出かけるなら？,Fureai What to do when you go out?,,
ST_Commu_MD/Title_idolchr_0108_A_01_00,学んだことを活かせるように,How can I use what I have learned?,,
ST_Commu_MD/Title_idolchr_0108_A_02_00,カップラーメンの再現度は？,How well do you recreate cup noodles?,,
ST_Commu_MD/Title_idolchr_0108_A_03_00,東京の今と昔,Tokyo Then and Now,,
ST_Commu_MD/Title_idolchr_0108_A_04_00,歌い続けるための努力,Efforts to keep singing,,
ST_Commu_MD/Title_idolchr_0108_A_05_00,民の期待に応えるために,To meet the expectations of the people,,
ST_Commu_MD/Title_idolchr_0108_A_06_00,失せ物探しとお礼,Searching for lost items and thanking people,,
ST_Commu_MD/Title_idolchr_0108_A_07_00,怪談と意外な一面,Ghost Stories and Surprising Aspects,,
ST_Commu_MD/Title_idolchr_0108_A_08_00,誰かを想う気持ち,Feeling for Someone,,
ST_Commu_MD/Title_idolchr_0108_A_09_00,豚之介ミュージアム,The Ponnosuke Museum,,
ST_Commu_MD/Title_idolchr_0108_A_10_00,それぞれの想いを信じて,Believing in Each Other's Feelings,,
ST_Commu_MD/Title_idolchr_0108_A_11_00,成長を確かめるには？,How can we be sure of growth?,,
ST_Commu_MD/Title_idolchr_0108_A_11_01,成長の手ごたえ,A Touch of Growth,,
ST_Commu_MD/Title_idolchr_0108_A_12_00,貴方とともに,Together with You,,
ST_Commu_MD/Title_idolchr_0108_B_20_01,ふれあい　海外のらーめん事情,Affection Overseas Ramen Situation,,
ST_Commu_MD/Title_idolchr_0108_B_20_02,ふれあい　アイドルの到達点,Fureai Idols' Reaching Point,,
ST_Commu_MD/Title_idolchr_0108_B_20_03,ふれあい　おすすめのらーめん店,Share Recommended Ramen Restaurants,,
ST_Commu_MD/Title_idolchr_0108_B_20_04,ふれあい　頑張るあの子の姿,Love The girl who works hard,,
ST_Commu_MD/Title_idolchr_0108_B_20_05,ふれあい　気になる京都,"Love Kyoto, the city that interests you",,
ST_Commu_MD/Title_idolchr_0108_B_20_06,ふれあい　おすすめのメニューは？,Love What's on the recommended menu?,,
ST_Commu_MD/Title_idolchr_0108_B_20_07,ふれあい　クイズに挑戦！,Foreia Take the quiz!,,
ST_Commu_MD/Title_idolchr_0108_B_20_08,ふれあい　クレーンでゲット,Love Get it with a crane!,,
ST_Commu_MD/Title_idolchr_0108_C_30_01,ふれあい　出かけるなら？,Love What's the best way to go out?,,
ST_Commu_MD/Title_idolchr_0109_A_01_00,成長の証明,Proof of Growth,,
ST_Commu_MD/Title_idolchr_0109_A_02_00,ボウリング勝負！,Bowling match!,,
ST_Commu_MD/Title_idolchr_0109_A_03_00,燃えるライバル心！,Burning rivalry!,,
ST_Commu_MD/Title_idolchr_0109_A_04_00,家族たちの写真,Photos of family members,,
ST_Commu_MD/Title_idolchr_0109_A_05_00,仲間が教えてくれること,What my friends teach me,,
ST_Commu_MD/Title_idolchr_0109_A_06_00,手作りお菓子は沖縄の味,Homemade sweets are the taste of Okinawa,,
ST_Commu_MD/Title_idolchr_0109_A_07_00,沖縄のお魚講座,Okinawan fish lecture,,
ST_Commu_MD/Title_idolchr_0109_A_08_00,浜辺にて,On the beach,,
ST_Commu_MD/Title_idolchr_0109_A_09_00,新たな達成感,A new sense of accomplishment,,
ST_Commu_MD/Title_idolchr_0109_A_10_00,沖縄フェアを楽しもう！,Let's enjoy the Okinawa Fair!,,
ST_Commu_MD/Title_idolchr_0109_A_11_00,猛特訓！！,Training hard!,,
ST_Commu_MD/Title_idolchr_0109_A_11_01,カンペキな自分,A perfect self,,
ST_Commu_MD/Title_idolchr_0109_A_12_00,大切な仲間,Important friends,,
ST_Commu_MD/Title_idolchr_0109_B_20_01,ふれあい　『アレ』が違うから♪,Let's get to know each other ,,
ST_Commu_MD/Title_idolchr_0109_B_20_02,ふれあい　あの子の魅力！,Fureai: Her charm!,,
ST_Commu_MD/Title_idolchr_0109_B_20_03,ふれあい　ゲームで勝負！,Fureai A game of chance!,,
ST_Commu_MD/Title_idolchr_0109_B_20_04,ふれあい　沖縄の家族へ,Fureai To my family in Okinawa,,
ST_Commu_MD/Title_idolchr_0109_B_20_05,ふれあい　次はどこに？,Love Where to go next?,,
ST_Commu_MD/Title_idolchr_0109_B_20_06,ふれあい　おすすめのメニューは？,Love What's on the menu?,,
ST_Commu_MD/Title_idolchr_0109_B_20_07,ふれあい　クイズに挑戦！,Love Take a quiz!,,
ST_Commu_MD/Title_idolchr_0109_B_20_08,ふれあい　行きたいところ,Love Where do you want to go?,,
ST_Commu_MD/Title_idolchr_0109_C_30_01,ふれあい　出かけるなら？,Love Where to go?,,
ST_Commu_MD/Title_idolchr_0110_A_01_00,頼れる存在,Someone you can rely on,,
ST_Commu_MD/Title_idolchr_0110_A_02_00,小さな勘違い,Small Misunderstandings,,
ST_Commu_MD/Title_idolchr_0110_A_03_00,素敵なアイディア♪,Great idea!,,
ST_Commu_MD/Title_idolchr_0110_A_04_00,アメリカの思い出話,Memories of America,,
ST_Commu_MD/Title_idolchr_0110_A_05_00,ふたりの英語力,English ability of two people,,
ST_Commu_MD/Title_idolchr_0110_A_06_00,入れ違いハプニング！？,Happening by mistake!,,
ST_Commu_MD/Title_idolchr_0110_A_07_00,世界に挑戦,Challenging the World,,
ST_Commu_MD/Title_idolchr_0110_A_08_00,アメリカの女の子との違い,Differences with American girls,,
ST_Commu_MD/Title_idolchr_0110_A_09_00,パーティーにお呼ばれ♪,Invited to a Party,,
ST_Commu_MD/Title_idolchr_0110_A_10_00,大切なふたつの事,Two important things,,
ST_Commu_MD/Title_idolchr_0110_A_11_00,全力で挑もう,Let's give it our all!,,
ST_Commu_MD/Title_idolchr_0110_A_11_01,ふたりのホンキ,The true feelings of two people,,
ST_Commu_MD/Title_idolchr_0110_A_12_00,ふたりの目標に向かって,Toward Our Goals,,
ST_Commu_MD/Title_idolchr_0110_B_20_01,ふれあい　海外旅行に行くなら,If you're going on a trip abroad,,
ST_Commu_MD/Title_idolchr_0110_B_20_02,ふれあい　演出アイディア,Love: Staging Ideas,,
ST_Commu_MD/Title_idolchr_0110_B_20_03,ふれあい　似ているふたり,Love: Two People Who Look Like Each Other,,
ST_Commu_MD/Title_idolchr_0110_B_20_04,ふれあい　子どもの頃の夢,Love Childhood Dreams,,
ST_Commu_MD/Title_idolchr_0110_B_20_05,ふれあい　お祭りで食べるなら,Love What to eat at a festival,,
ST_Commu_MD/Title_idolchr_0110_B_20_06,ふれあい　お好みの飲み物は？,Furiage What's your favorite drink?,,
ST_Commu_MD/Title_idolchr_0110_B_20_07,ふれあい　じゃんけんで勝負,Love Playing rock-paper-scissors,,
ST_Commu_MD/Title_idolchr_0110_B_20_08,ふれあい　行きたいところ,Love Where do you want to go?,,
ST_Commu_MD/Title_idolchr_0110_C_30_01,ふれあい　出かけるなら？,What do you like to do when you go out?,,
ST_Commu_MD/Title_idolchr_0111_A_01_00,離れていた間も,While we've been apart,,
ST_Commu_MD/Title_idolchr_0111_A_02_00,レベルアップしたのは……,I've improved my level of ......,,
ST_Commu_MD/Title_idolchr_0111_A_03_00,せくしーにふさわしい仕事,A job worthy of the world,,
ST_Commu_MD/Title_idolchr_0111_A_04_00,大人のミリキ？,Adult Miriki?,,
ST_Commu_MD/Title_idolchr_0111_A_05_00,骨董品の怪しい人形,Antique weird dolls,,
ST_Commu_MD/Title_idolchr_0111_A_06_00,イタズラグッズを探して,Looking for Mischief Goods,,
ST_Commu_MD/Title_idolchr_0111_A_07_00,大人のミリキを磨く方法,How to improve your adult miliki,,
ST_Commu_MD/Title_idolchr_0111_A_08_00,お色気レッスン！,Oshareiki Lesson!,,
ST_Commu_MD/Title_idolchr_0111_A_09_00,自分の目指すミリキとは？,What kind of Miriki do you want to be?,,
ST_Commu_MD/Title_idolchr_0111_A_10_00,世界一になるために,To be the best in the world,,
ST_Commu_MD/Title_idolchr_0111_A_11_00,ゴホービはプリン♪,Gohobi wa Pudding,,
ST_Commu_MD/Title_idolchr_0111_A_12_00,アナドレないアイドル,Anadore no Idol,,
ST_Commu_MD/Title_idolchr_0111_B_20_01,ふれあい　新たなグッズを探して,Fureai Looking for New Goods,,
ST_Commu_MD/Title_idolchr_0111_B_20_02,ふれあい　宿題の意味,Fureai The meaning of homework,,
ST_Commu_MD/Title_idolchr_0111_B_20_03,ふれあい　あの子を調査中,Fureai Investigating that girl,,
ST_Commu_MD/Title_idolchr_0111_B_20_04,ふれあい　ド派手な演出☆,Fureai Flashy performance,,
ST_Commu_MD/Title_idolchr_0111_B_20_05,ふれあい　ゲームで対戦！,Fondness Playing a game!,,
ST_Commu_MD/Title_idolchr_0111_B_20_06,ふれあい　コンビニでお買い物,Love Shopping at a convenience store,,
ST_Commu_MD/Title_idolchr_0111_B_20_07,ふれあい　誰のポーズ？,Fureai Whose pose is it?,,
ST_Commu_MD/Title_idolchr_0111_B_20_08,ふれあい　誰のモノマネ？,Fureai Who are you imitating?,,
ST_Commu_MD/Title_idolchr_0111_C_30_01,ふれあい　出かけるなら？,Fureai Who do you want to go out with?,,
ST_Commu_MD/Title_idolchr_0112_A_01_00,運命の人を探して,Looking for my destiny,,
ST_Commu_MD/Title_idolchr_0112_A_02_00,マイペースな長所,The advantages of slow pace,,
ST_Commu_MD/Title_idolchr_0112_A_03_00,運命の人は背の高いあの人？,Is the man of your dreams that tall guy?,,
ST_Commu_MD/Title_idolchr_0112_A_04_00,水晶玉が見せる未来,What does your crystal ball tell you about the future?,,
ST_Commu_MD/Title_idolchr_0112_A_05_00,占いを信じて,Believing in Fortune Telling,,
ST_Commu_MD/Title_idolchr_0112_A_06_00,タロット占いの結果は？,What is the result of tarot reading?,,
ST_Commu_MD/Title_idolchr_0112_A_07_00,運命に近づくため,To get closer to your destiny,,
ST_Commu_MD/Title_idolchr_0112_A_08_00,カフェで息抜き♪,Relaxing in a cafe,,
ST_Commu_MD/Title_idolchr_0112_A_09_00,迷子のときは、手を差し伸べて,"When you're lost, give me a hand.",,
ST_Commu_MD/Title_idolchr_0112_A_10_00,いつか隣を歩く人,Someday someone will walk beside you,,
ST_Commu_MD/Title_idolchr_0112_A_11_00,近づいて遠のいて、また近づいて,"Closer and farther, then closer again",,
ST_Commu_MD/Title_idolchr_0112_A_11_01,恋のお話,A story of love,,
ST_Commu_MD/Title_idolchr_0112_A_12_00,運命はすぐそばに……？,Destiny is right around the corner ......?,,
ST_Commu_MD/Title_idolchr_0112_B_20_01,ふれあい　迷子にならないように,Fureai Don't get lost,,
ST_Commu_MD/Title_idolchr_0112_B_20_02,ふれあい　もしものお話,A story of what if?,,
ST_Commu_MD/Title_idolchr_0112_B_20_03,ふれあい　カフェ巡りの悩み,Fureai The trouble with visiting cafes,,
ST_Commu_MD/Title_idolchr_0112_B_20_04,ふれあい　女の子の内緒話,Fureai A Girl's Secret Story,,
ST_Commu_MD/Title_idolchr_0112_B_20_05,ふれあい　終わりの先の話,Love Beyond the End,,
ST_Commu_MD/Title_idolchr_0112_B_20_06,ふれあい　お好みの飲み物は？,Love What's Your Drink of Choice?,,
ST_Commu_MD/Title_idolchr_0112_B_20_07,ふれあい　どのゲームで遊ぼう？,Love Which game shall we play?,,
ST_Commu_MD/Title_idolchr_0112_B_20_08,ふれあい　行きたいところ,Love Where do you want to go?,,
ST_Commu_MD/Title_idolchr_0112_C_30_01,ふれあい　出かけるなら？,Love Where to go?,,
ST_Commu_MD/Title_idolchr_0113_A_01_00,自分の力を信じて,Believe in your own power.,,
ST_Commu_MD/Title_idolchr_0113_A_02_00,今の私にできる事,What I can do now,,
ST_Commu_MD/Title_idolchr_0113_A_03_00,プロデューサーのお手並み拝見,Seeing what a producer can do,,
ST_Commu_MD/Title_idolchr_0113_A_04_00,セルフプロデュースの感性,The sensitivity of self-production,,
ST_Commu_MD/Title_idolchr_0113_A_05_00,アイドルに一番大切なもの,The most important thing for an idol,,
ST_Commu_MD/Title_idolchr_0113_A_06_00,舞台へのオファー,An offer to the stage,,
ST_Commu_MD/Title_idolchr_0113_A_07_00,落ち着いて考えて,Calm down and think,,
ST_Commu_MD/Title_idolchr_0113_A_08_00,きっかけをくれた人,The person who inspired me,,
ST_Commu_MD/Title_idolchr_0113_A_09_00,お疲れ様には……？,How can I thank you for your hard work at ......?,,
ST_Commu_MD/Title_idolchr_0113_A_10_00,会場探しのハプニング,Happening to find a venue,,
ST_Commu_MD/Title_idolchr_0113_A_11_00,支えてくれる仲間,Supportive friends,,
ST_Commu_MD/Title_idolchr_0113_A_12_00,秘めたる可能性,Hidden Possibilities,,
ST_Commu_MD/Title_idolchr_0113_B_20_01,ふれあい　ルミナスでの立ち位置,Fureai My position at Luminous,,
ST_Commu_MD/Title_idolchr_0113_B_20_02,ふれあい　レッスン後の気配り,Fureai Attentive after the lesson,,
ST_Commu_MD/Title_idolchr_0113_B_20_03,ふれあい　トークショーの話題,Love Talk show topics,,
ST_Commu_MD/Title_idolchr_0113_B_20_04,ふれあい　好きなジャンルは？,Share What is your favorite genre?,,
ST_Commu_MD/Title_idolchr_0113_B_20_05,ふれあい　これからのビジョン,Fure Future vision,,
ST_Commu_MD/Title_idolchr_0113_B_20_06,ふれあい　誰のモノマネ？,Fore Whom do you imitate?,,
ST_Commu_MD/Title_idolchr_0113_B_20_07,ふれあい　クレーンでゲット,Share Get it with a crane,,
ST_Commu_MD/Title_idolchr_0113_B_20_08,ふれあい　クイズに挑戦！,Love Take the quiz!,,
ST_Commu_MD/Title_idolchr_0113_C_30_01,ふれあい　出かけるなら？,Fureai Where do you go out?,,
ST_Commu_MD/Title_idolchr_0201_A_01_00,みんなと仲良くなるために,To make friends with everyone,,
ST_Commu_MD/Title_idolchr_0201_A_02_00,新鮮な気持ちで,With a fresh mind,,
ST_Commu_MD/Title_idolchr_0201_A_03_00,魔術書の活用法,How to use a magic book,,
ST_Commu_MD/Title_idolchr_0201_A_04_00,頑張る理由,Reasons to work hard,,
ST_Commu_MD/Title_idolchr_0201_A_05_00,活動の原動力,Driving force for activity,,
ST_Commu_MD/Title_idolchr_0201_A_06_00,芸術を楽しむ心,The spirit of enjoying art,,
ST_Commu_MD/Title_idolchr_0201_A_07_00,悩みと本心,My worries and true feelings,,
ST_Commu_MD/Title_idolchr_0201_A_08_00,素直な言葉で伝えて,Tell it with honest words,,
ST_Commu_MD/Title_idolchr_0201_A_09_00,私の言葉,My words,,
ST_Commu_MD/Title_idolchr_0201_A_10_00,通じる思い,Thoughts that communicate,,
ST_Commu_MD/Title_idolchr_0201_A_11_00,ラジオ番組に挑戦,The Challenge of a Radio Program,,
ST_Commu_MD/Title_idolchr_0201_A_11_01,伝えたかった言葉,The words I wanted to say,,
ST_Commu_MD/Title_idolchr_0201_A_12_00,闇の言葉を使っても,Even if I use dark words,,
ST_Commu_MD/Title_idolchr_0201_B_20_01,ふれあい　同じ力を感じるかの者,Fureai: One who feels the same power,,
ST_Commu_MD/Title_idolchr_0201_B_20_02,ふれあい　苦手な飲み物,Fureai What is your least favorite drink?,,
ST_Commu_MD/Title_idolchr_0201_B_20_03,ふれあい　得意な科目は？,Fureai What subjects are you good at?,,
ST_Commu_MD/Title_idolchr_0201_B_20_04,ふれあい　自作の衣装デザイン,Fureai Designing my own outfits,,
ST_Commu_MD/Title_idolchr_0201_B_20_05,ふれあい　目指す夢,What is your dream?,,
ST_Commu_MD/Title_idolchr_0201_B_20_06,ふれあい　おすすめのメニューは？,Love What is your favorite meal?,,
ST_Commu_MD/Title_idolchr_0201_B_20_07,ふれあい　クイズに挑戦！,Love Take a quiz!,,
ST_Commu_MD/Title_idolchr_0201_B_20_08,ふれあい　クレーンでゲット,Love Get a crane!,,
ST_Commu_MD/Title_idolchr_0201_C_30_01,ふれあい　出かけるなら？,Love What's the best way to go out?,,
ST_Commu_MD/Title_idolchr_0203_A_01_00,夢のステージを目指して,Aim for the stage of your dreams!,,
ST_Commu_MD/Title_idolchr_0203_A_02_00,こだわりファッション,Fashion,,
ST_Commu_MD/Title_idolchr_0203_A_03_00,エプロンのお礼,Thanks for the apron,,
ST_Commu_MD/Title_idolchr_0203_A_04_00,ファンからのイメージ,Image from a fan,,
ST_Commu_MD/Title_idolchr_0203_A_05_00,お疲れプロデューサーに差し入れを,Bringing food to a tired producer,,
ST_Commu_MD/Title_idolchr_0203_A_06_00,カリスマギャルの大改造★,The charismatic gal's big makeover,,
ST_Commu_MD/Title_idolchr_0203_A_07_00,努力の秘密,The secret of hard work,,
ST_Commu_MD/Title_idolchr_0203_A_08_00,刺激を与えあう,Inspiring each other,,
ST_Commu_MD/Title_idolchr_0203_A_09_00,ファンの気持ち、いろいろ,"Fans' feelings, various",,
ST_Commu_MD/Title_idolchr_0203_A_10_00,はぐれないように,Don't get separated!,,
ST_Commu_MD/Title_idolchr_0203_A_11_00,ナンバーワンでオンリーワン！,Number One and Only One!,,
ST_Commu_MD/Title_idolchr_0203_A_12_00,パワーの源,Source of power,,
ST_Commu_MD/Title_idolchr_0203_B_20_01,ふれあい　自慢の妹,Affection I'm proud of my sister,,
ST_Commu_MD/Title_idolchr_0203_B_20_02,ふれあい　刺激的なあの子,Affection The exciting girl,,
ST_Commu_MD/Title_idolchr_0203_B_20_03,ふれあい　個性と調和,Fureai Individuality and harmony,,
ST_Commu_MD/Title_idolchr_0203_B_20_04,ふれあい　ライブの方向性,Love The direction of the live performance,,
ST_Commu_MD/Title_idolchr_0203_B_20_05,ふれあい　カラオケで歌う曲,Love Songs to sing at karaoke,,
ST_Commu_MD/Title_idolchr_0203_B_20_06,ふれあい　どのゲームで遊ぼう？,Love Which game should I play?,,
ST_Commu_MD/Title_idolchr_0203_B_20_07,ふれあい　行きたいところ,Fuzzy love Where do you want to go?,,
ST_Commu_MD/Title_idolchr_0203_B_20_08,ふれあい　誰のモノマネ？,Fuzzy Whom do you imitate?,,
ST_Commu_MD/Title_idolchr_0203_C_30_01,ふれあい　出かけるなら？,Fureai Where should we go?,,
ST_Commu_MD/Title_idolchr_0204_A_01_00,みんなをキラキラに,Make everyone sparkle,,
ST_Commu_MD/Title_idolchr_0204_A_02_00,モデルのお仕事♪,Model work,,
ST_Commu_MD/Title_idolchr_0204_A_03_00,自分らしく,Be yourself,,
ST_Commu_MD/Title_idolchr_0204_A_04_00,特技はお裁縫,My specialty is sewing.,,
ST_Commu_MD/Title_idolchr_0204_A_05_00,キラキラでハピハピな衣装,"Glittery, happy happy outfits",this is a kirari commu so both happy's are needed,
ST_Commu_MD/Title_idolchr_0204_A_06_00,もみもみマッサージ☆,Massage,,
ST_Commu_MD/Title_idolchr_0204_A_07_00,ドッキドキの少女漫画,Exciting manga for girls,,
ST_Commu_MD/Title_idolchr_0204_A_08_00,渾身の子守歌,A lullaby of my own,,
ST_Commu_MD/Title_idolchr_0204_A_09_00,ハピハピな日々♪,Happihappy days,,
ST_Commu_MD/Title_idolchr_0204_A_10_00,秘密のお裁縫,Secret Sewing,,
ST_Commu_MD/Title_idolchr_0204_A_11_00,新しいチャレンジ,New Challenge,,
ST_Commu_MD/Title_idolchr_0204_A_11_01,ハピハピなプレゼント,Happi Happi Presents,,
ST_Commu_MD/Title_idolchr_0204_A_12_00,世界でひとつのお手製スーツ,One-of-a-kind Handmade Suit,,
ST_Commu_MD/Title_idolchr_0204_B_20_01,ふれあい　アイドルのキラキラ,Affection Idol's Glitter,,
ST_Commu_MD/Title_idolchr_0204_B_20_02,ふれあい　みんなとのお買いもの,Friendship Shopping with Everyone,,
ST_Commu_MD/Title_idolchr_0204_B_20_03,ふれあい　仲良しさんな３人,Love Three good friends,,
ST_Commu_MD/Title_idolchr_0204_B_20_04,ふれあい　素敵なポイント,Fondness Lovely points,,
ST_Commu_MD/Title_idolchr_0204_B_20_05,ふれあい　キラキラなユニット,A glittering unit,,
ST_Commu_MD/Title_idolchr_0204_B_20_06,ふれあい　お好みの飲み物は？,Love What's your favorite drink?,,
ST_Commu_MD/Title_idolchr_0204_B_20_07,ふれあい　クイズに挑戦！,Love Taking a quiz!,,
ST_Commu_MD/Title_idolchr_0204_B_20_08,ふれあい　行きたいところ,Love Where do you want to go?,,
ST_Commu_MD/Title_idolchr_0204_C_30_01,ふれあい　出かけるなら？,Love Where do you want to go?,,
ST_Commu_MD/Title_idolchr_0205_A_01_00,私だけの魅力,My personal charm,,
ST_Commu_MD/Title_idolchr_0205_A_02_00,ウサミンワールドを目指して,Go to Usamin World,,
ST_Commu_MD/Title_idolchr_0205_A_03_00,カフェと思い出話,Cafe and Memories,,
ST_Commu_MD/Title_idolchr_0205_A_04_00,手作り魔法のステッキ,Handmade Magic Stick,,
ST_Commu_MD/Title_idolchr_0205_A_05_00,ウサミンパワーを注入♪,Infusion of Usamin Power,,
ST_Commu_MD/Title_idolchr_0205_A_06_00,同い年トーク☆,Talk about the same age,,
ST_Commu_MD/Title_idolchr_0205_A_07_00,初心を思い出して,Remembering the beginning,,
ST_Commu_MD/Title_idolchr_0205_A_08_00,お疲れの体にマッサージ,A massage for a tired body,,
ST_Commu_MD/Title_idolchr_0205_A_09_00,ウサミンワールド計画、始動！,The Usamin World Project is underway!,,
ST_Commu_MD/Title_idolchr_0205_A_10_00,チャンスは何度でも,I'll take my chances again and again,,
ST_Commu_MD/Title_idolchr_0205_A_11_00,ささやかなお祝い,A small celebration,,
ST_Commu_MD/Title_idolchr_0205_A_12_00,永遠に続く夢,A dream that lasts forever,,
ST_Commu_MD/Title_idolchr_0205_B_20_01,ふれあい　魅力を活かして,Fureai: Make the most of your charm,,
ST_Commu_MD/Title_idolchr_0205_B_20_02,ふれあい　気になるあの子,Love The girl you're interested in,,
ST_Commu_MD/Title_idolchr_0205_B_20_03,ふれあい　メイド喫茶,Love Maid cafe,,
ST_Commu_MD/Title_idolchr_0205_B_20_04,ふれあい　楽しんでもらうために,Fureai To have fun,,
ST_Commu_MD/Title_idolchr_0205_B_20_05,ふれあい　頑張り過ぎは……,Fureai Don't try too hard: ......,,
ST_Commu_MD/Title_idolchr_0205_B_20_06,ふれあい　誰のモノマネ？,Fureai Who are you imitating?,,
ST_Commu_MD/Title_idolchr_0205_B_20_07,ふれあい　コンビニでお買い物,Fureai Shopping at a convenience store,,
ST_Commu_MD/Title_idolchr_0205_B_20_08,ふれあい　じゃんけんで勝負,Connecting: Rock-paper-scissors Match,,
ST_Commu_MD/Title_idolchr_0205_C_30_01,ふれあい　出かけるなら？,Fureai What do you do when you go out?,,
ST_Commu_MD/Title_idolchr_0206_A_01_00,サポートの歌姫,Supporting Diva,songstress could work as well -F91,
ST_Commu_MD/Title_idolchr_0206_A_02_00,お酒がお好き,I Like Alcohol,,
ST_Commu_MD/Title_idolchr_0206_A_03_00,ライブ前の魔法,Magic Before The Live Performance,,
ST_Commu_MD/Title_idolchr_0206_A_04_00,穏やかガールズトーク,Gentle Girl's Talk,,
ST_Commu_MD/Title_idolchr_0206_A_05_00,イメージに合うお仕事,Work that Fits Your Image,,
ST_Commu_MD/Title_idolchr_0206_A_06_00,他愛もないおしゃべり,Chatter About The Inability to Love Others,needs more context from commu for a better title -F91,
ST_Commu_MD/Title_idolchr_0206_A_07_00,大人の魅力,An Adult's Charm,,
ST_Commu_MD/Title_idolchr_0206_A_08_00,『私』と『高垣楓』,"""Kaede Takagaki"" and ""I""",,
ST_Commu_MD/Title_idolchr_0206_A_09_00,歌姫の仕事,A Diva's Work,songstress could work as well -F91,
